total_cost,tracking_error_mse,tracking_error_mae,num_violations,violation_magnitude,violations_per_step,num_events,event_rate,inter_event_times,cpu_times_per_step,cpu_time_mean,cpu_time_std,cpu_time_p95,cpu_time_total,mean_control_magnitude,max_control_magnitude,settling_time,max_overshoot,seed,episode_length,plant_name,method,scenario,plant
62.61748532759601,0.9534386055950259,0.8333936439184647,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.0251924991607666, 0.00017380714416503906, 7.176399230957031e-05, 5.078315734863281e-05, 4.9591064453125e-05, 4.38690185546875e-05, 4.267692565917969e-05, 4.124641418457031e-05, 4.220008850097656e-05, 3.933906555175781e-05, 8.58306884765625e-05, 6.29425048828125e-05, 5.91278076171875e-05, 9.226799011230469e-05, 7.653236389160156e-05, 5.745887756347656e-05, 6.079673767089844e-05, 7.081031799316406e-05, 5.626678466796875e-05, 5.6743621826171875e-05, 5.602836608886719e-05, 7.2479248046875e-05, 6.437301635742188e-05, 6.008148193359375e-05, 5.7220458984375e-05, 5.53131103515625e-05, 5.91278076171875e-05, 5.555152893066406e-05, 5.53131103515625e-05, 5.364418029785156e-05, 7.414817810058594e-05, 5.626678466796875e-05, 5.5789947509765625e-05, 5.6743621826171875e-05, 5.435943603515625e-05, 5.3882598876953125e-05, 5.412101745605469e-05, 5.3882598876953125e-05, 5.3882598876953125e-05, 5.3882598876953125e-05, 5.4836273193359375e-05, 5.459785461425781e-05, 5.269050598144531e-05, 6.842613220214844e-05, 5.91278076171875e-05, 5.626678466796875e-05, 5.459785461425781e-05, 5.412101745605469e-05, 5.412101745605469e-05, 5.4836273193359375e-05]",0.0005629253387451172,0.0035185621497453635,8.937120437622068e-05,0.02814626693725586,5.467276295898116,5.467276295898117,39,1.5606069204817903,0,50,motor,Proposed,0,motor
62.61748532759601,0.9534386055950259,0.8333936439184647,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.018633365631103516, 9.989738464355469e-05, 4.696846008300781e-05, 3.886222839355469e-05, 3.170967102050781e-05, 3.0994415283203125e-05, 2.9087066650390625e-05, 3.0517578125e-05, 2.9087066650390625e-05, 2.9802322387695312e-05, 6.29425048828125e-05, 4.673004150390625e-05, 4.506111145019531e-05, 4.458427429199219e-05, 4.458427429199219e-05, 4.482269287109375e-05, 4.5299530029296875e-05, 4.38690185546875e-05, 4.220008850097656e-05, 4.363059997558594e-05, 4.315376281738281e-05, 4.3392181396484375e-05, 4.38690185546875e-05, 4.935264587402344e-05, 4.601478576660156e-05, 4.57763671875e-05, 4.458427429199219e-05, 4.553794860839844e-05, 4.4345855712890625e-05, 4.410743713378906e-05, 4.291534423828125e-05, 4.410743713378906e-05, 4.601478576660156e-05, 4.57763671875e-05, 4.410743713378906e-05, 4.553794860839844e-05, 4.410743713378906e-05, 4.315376281738281e-05, 4.553794860839844e-05, 6.67572021484375e-05, 4.863739013671875e-05, 4.57763671875e-05, 4.410743713378906e-05, 4.363059997558594e-05, 4.4345855712890625e-05, 4.482269287109375e-05, 4.3392181396484375e-05, 4.38690185546875e-05, 5.269050598144531e-05, 4.792213439941406e-05]",0.0004168272018432617,0.0026023830571911613,6.504058837890624e-05,0.020841360092163086,5.467276295898116,5.467276295898117,39,1.5606069204817903,0,50,motor,A1_NoMemory,0,motor
62.61748532759601,0.9534386055950259,0.8333936439184647,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.015479087829589844, 0.00012493133544921875, 5.7220458984375e-05, 4.267692565917969e-05, 3.910064697265625e-05, 3.62396240234375e-05, 3.600120544433594e-05, 3.814697265625e-05, 3.719329833984375e-05, 3.528594970703125e-05, 6.389617919921875e-05, 4.982948303222656e-05, 4.863739013671875e-05, 4.982948303222656e-05, 4.839897155761719e-05, 4.7206878662109375e-05, 4.792213439941406e-05, 4.8160552978515625e-05, 4.863739013671875e-05, 4.76837158203125e-05, 5.078315734863281e-05, 5.602836608886719e-05, 5.054473876953125e-05, 4.887580871582031e-05, 4.863739013671875e-05, 4.887580871582031e-05, 4.792213439941406e-05, 4.76837158203125e-05, 4.744529724121094e-05, 4.9114227294921875e-05, 4.9591064453125e-05, 4.887580871582031e-05, 5.245208740234375e-05, 4.863739013671875e-05, 4.9591064453125e-05, 5.2928924560546875e-05, 5.173683166503906e-05, 4.5299530029296875e-05, 4.744529724121094e-05, 4.696846008300781e-05, 4.744529724121094e-05, 4.696846008300781e-05, 4.5299530029296875e-05, 4.601478576660156e-05, 4.57763671875e-05, 4.673004150390625e-05, 5.888938903808594e-05, 4.982948303222656e-05, 4.863739013671875e-05, 4.8160552978515625e-05]",0.0003579854965209961,0.0021601909538825274,6.164312362670897e-05,0.017899274826049805,5.467276295898116,5.467276295898117,39,1.5606069204817903,0,50,motor,A2_NoTurbo,0,motor
64.47602306410012,1.167218107212299,1.0220694660938612,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,1.0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[0.014565467834472656, 0.0018711090087890625, 0.0017600059509277344, 0.001665353775024414, 0.0016582012176513672, 0.0016317367553710938, 0.001604318618774414, 0.0015943050384521484, 0.0015854835510253906, 0.0015583038330078125, 0.0015676021575927734, 0.0015535354614257812, 0.0015964508056640625, 0.00157928466796875, 0.00157928466796875, 0.0017023086547851562, 0.00167083740234375, 0.0016579627990722656, 0.0016331672668457031, 0.0015697479248046875, 0.001497030258178711, 0.0015473365783691406, 0.0015511512756347656, 0.0016198158264160156, 0.0016515254974365234, 0.001771688461303711, 0.0016245841979980469, 0.001634836196899414, 0.0016055107116699219, 0.0015604496002197266, 0.0017428398132324219, 0.001710653305053711, 0.0015993118286132812, 0.001519918441772461, 0.001730203628540039, 0.0017952919006347656, 0.0017247200012207031, 0.0015537738800048828, 0.0014643669128417969, 0.00144195556640625, 0.00146484375, 0.0015420913696289062, 0.0015459060668945312, 0.0023512840270996094, 0.0020775794982910156, 0.0017900466918945312, 0.0017087459564208984, 0.0016717910766601562, 0.001577138900756836, 0.0015940666198730469]",0.0019054985046386718,0.0018146582444550203,0.001984667778015136,0.0952749252319336,3.2849257224702324,5.467276295898117,50,1.5606069204817903,0,50,motor,A3_Periodic,0,motor
62.61748532759601,0.9534386055950259,0.8333936439184647,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.015223979949951172, 9.465217590332031e-05, 3.7670135498046875e-05, 3.123283386230469e-05, 2.5033950805664062e-05, 2.5272369384765625e-05, 2.4080276489257812e-05, 2.5510787963867188e-05, 2.4318695068359375e-05, 2.3126602172851562e-05, 2.4557113647460938e-05, 2.384185791015625e-05, 2.4318695068359375e-05, 2.5987625122070312e-05, 2.384185791015625e-05, 2.193450927734375e-05, 2.288818359375e-05, 2.0742416381835938e-05, 2.1219253540039062e-05, 2.193450927734375e-05, 2.1457672119140625e-05, 2.1696090698242188e-05, 2.384185791015625e-05, 2.1696090698242188e-05, 2.288818359375e-05, 2.193450927734375e-05, 2.193450927734375e-05, 2.1219253540039062e-05, 2.6464462280273438e-05, 2.5987625122070312e-05, 2.4557113647460938e-05, 2.574920654296875e-05, 2.6226043701171875e-05, 2.384185791015625e-05, 2.6941299438476562e-05, 2.47955322265625e-05, 2.4080276489257812e-05, 2.4557113647460938e-05, 2.2411346435546875e-05, 2.3603439331054688e-05, 2.574920654296875e-05, 2.3365020751953125e-05, 2.4557113647460938e-05, 2.3603439331054688e-05, 2.2649765014648438e-05, 2.4318695068359375e-05, 2.2411346435546875e-05, 2.5987625122070312e-05, 2.6226043701171875e-05, 2.4318695068359375e-05]",0.0003297042846679688,0.002127778122492642,3.477334976196287e-05,0.016485214233398438,5.467276295898116,5.467276295898117,39,1.5606069204817903,0,50,motor,A4_EventMPC,0,motor
302947.12752059597,5958.793247784018,61.17781961737511,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.0675816535949707, 0.00011110305786132812, 5.173683166503906e-05, 4.172325134277344e-05, 3.600120544433594e-05, 3.62396240234375e-05, 3.457069396972656e-05, 3.8623809814453125e-05, 3.4809112548828125e-05, 3.504753112792969e-05, 6.175041198730469e-05, 4.887580871582031e-05, 4.792213439941406e-05, 4.887580871582031e-05, 4.8160552978515625e-05, 4.8160552978515625e-05, 4.76837158203125e-05, 4.744529724121094e-05, 4.744529724121094e-05, 4.649162292480469e-05, 4.792213439941406e-05, 4.76837158203125e-05, 4.696846008300781e-05, 4.792213439941406e-05, 4.792213439941406e-05, 4.863739013671875e-05, 4.9591064453125e-05, 4.9591064453125e-05, 4.9114227294921875e-05, 5.364418029785156e-05, 5.173683166503906e-05, 4.935264587402344e-05, 4.9114227294921875e-05, 4.8160552978515625e-05, 4.744529724121094e-05, 4.76837158203125e-05, 4.76837158203125e-05, 4.982948303222656e-05, 4.7206878662109375e-05, 4.76837158203125e-05, 4.863739013671875e-05, 4.76837158203125e-05, 4.839897155761719e-05, 4.887580871582031e-05, 4.863739013671875e-05, 4.744529724121094e-05, 4.839897155761719e-05, 4.839897155761719e-05, 4.887580871582031e-05, 4.8160552978515625e-05]",0.001399054527282715,0.009454662486910187,5.810260772705076e-05,0.06995272636413574,100.07330780536915,103.6653902684573,50,130.8599067465822,0,50,oven,Proposed,0,oven
302947.12752059597,5958.793247784018,61.17781961737511,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.07759785652160645, 8.296966552734375e-05, 3.528594970703125e-05, 4.267692565917969e-05, 2.86102294921875e-05, 2.5510787963867188e-05, 2.5510787963867188e-05, 2.6464462280273438e-05, 2.5510787963867188e-05, 2.47955322265625e-05, 5.412101745605469e-05, 3.8623809814453125e-05, 3.7670135498046875e-05, 3.695487976074219e-05, 3.6716461181640625e-05, 3.695487976074219e-05, 3.6716461181640625e-05, 3.719329833984375e-05, 3.647804260253906e-05, 3.647804260253906e-05, 3.62396240234375e-05, 3.6716461181640625e-05, 3.5762786865234375e-05, 3.5762786865234375e-05, 3.7670135498046875e-05, 3.6716461181640625e-05, 3.719329833984375e-05, 3.695487976074219e-05, 3.5762786865234375e-05, 5.3882598876953125e-05, 3.910064697265625e-05, 3.695487976074219e-05, 3.719329833984375e-05, 3.6716461181640625e-05, 3.719329833984375e-05, 3.62396240234375e-05, 3.743171691894531e-05, 3.6716461181640625e-05, 3.743171691894531e-05, 3.6716461181640625e-05, 3.7670135498046875e-05, 3.719329833984375e-05, 3.5762786865234375e-05, 3.5762786865234375e-05, 3.600120544433594e-05, 3.886222839355469e-05, 3.790855407714844e-05, 3.6716461181640625e-05, 3.7670135498046875e-05, 3.743171691894531e-05]",0.0015885686874389647,0.01085847288759307,5.401372909545899e-05,0.07942843437194824,100.07330780536915,103.6653902684573,50,130.8599067465822,0,50,oven,A1_NoMemory,0,oven
302947.12752059597,5958.793247784018,61.17781961737511,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,0.02,[],"[0.06357717514038086, 0.00011444091796875, 5.173683166503906e-05, 3.933906555175781e-05, 3.6716461181640625e-05, 3.4809112548828125e-05, 3.62396240234375e-05, 3.4809112548828125e-05, 5.4836273193359375e-05, 3.910064697265625e-05, 8.654594421386719e-05, 7.772445678710938e-05, 6.747245788574219e-05, 5.125999450683594e-05, 4.863739013671875e-05, 4.744529724121094e-05, 4.8160552978515625e-05, 5.1021575927734375e-05, 4.9114227294921875e-05, 4.935264587402344e-05, 5.030632019042969e-05, 4.887580871582031e-05, 4.9591064453125e-05, 4.935264587402344e-05, 5.054473876953125e-05, 4.9114227294921875e-05, 5.030632019042969e-05, 4.935264587402344e-05, 7.462501525878906e-05, 5.1975250244140625e-05, 5.054473876953125e-05, 5.030632019042969e-05, 5.125999450683594e-05, 4.982948303222656e-05, 5.078315734863281e-05, 5.0067901611328125e-05, 4.982948303222656e-05, 4.9114227294921875e-05, 6.651878356933594e-05, 5.364418029785156e-05, 5.054473876953125e-05, 5.078315734863281e-05, 4.9591064453125e-05, 4.982948303222656e-05, 4.863739013671875e-05, 4.935264587402344e-05, 5.0067901611328125e-05, 4.935264587402344e-05, 5.030632019042969e-05, 5.3882598876953125e-05]",0.0013228845596313476,0.008893479423217469,8.257627487182615e-05,0.06614422798156738,100.07330780536915,103.6653902684573,50,130.8599067465822,0,50,oven,A2_NoTurbo,0,oven
301632.9910401571,5948.390604268781,60.42223055325721,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50,1.0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[0.08709120750427246, 0.06896567344665527, 0.06253957748413086, 0.05965232849121094, 0.06055188179016113, 0.05955243110656738, 0.052451133728027344, 0.04471254348754883, 0.05008745193481445, 0.05576491355895996, 0.05767369270324707, 0.05792236328125, 0.05747079849243164, 0.057106733322143555, 0.05634450912475586, 0.05630850791931152, 0.05759859085083008, 0.05029487609863281, 0.04127049446105957, 0.043724775314331055, 0.04397392272949219, 0.04508328437805176, 0.05054640769958496, 0.05246853828430176, 0.05579018592834473, 0.056987762451171875, 0.05646681785583496, 0.055501461029052734, 0.05619049072265625, 0.04605531692504883, 0.04441690444946289, 0.045754194259643555, 0.04453897476196289, 0.04770708084106445, 0.04533791542053223, 0.04659914970397949, 0.050499916076660156, 0.0023670196533203125, 0.002148151397705078, 0.002290487289428711, 0.0021512508392333984, 0.002155780792236328, 0.002117156982421875, 0.0032117366790771484, 0.0020487308502197266, 0.0024275779724121094, 0.002140522003173828, 0.002076387405395508, 0.001918792724609375, 0.0532228946685791]",0.0412255859375,0.023085853753301175,0.06164511442184448,2.061279296875,85.97608126294648,113.28233066122051,50,130.8599067465822,0,50,oven,A3_Periodic,0,oven
301524.6111499144,5949.245687749856,60.50514742286663,0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25,0.5,[1 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 2 2],"[0.07557296752929688, 0.06047821044921875, 9.012222290039062e-05, 0.05746650695800781, 9.465217590332031e-05, 0.055373430252075195, 9.083747863769531e-05, 0.05547904968261719, 9.34600830078125e-05, 0.05553936958312988, 8.7738037109375e-05, 0.05717277526855469, 9.34600830078125e-05, 0.05379033088684082, 9.298324584960938e-05, 0.05994153022766113, 9.34600830078125e-05, 0.05559134483337402, 9.441375732421875e-05, 0.057085275650024414, 9.560585021972656e-05, 0.05507516860961914, 9.512901306152344e-05, 4.220008850097656e-05, 0.05420827865600586, 9.584426879882812e-05, 0.057301998138427734, 9.036064147949219e-05, 0.05475878715515137, 9.703636169433594e-05, 0.06350564956665039, 9.441375732421875e-05, 0.05590009689331055, 0.00010156631469726562, 0.05850100517272949, 0.00010013580322265625, 0.05799245834350586, 9.512901306152344e-05, 0.0028667449951171875, 8.702278137207031e-05, 0.002485990524291992, 7.200241088867188e-05, 0.002351045608520508, 6.699562072753906e-05, 0.003610372543334961, 6.437301635742188e-05, 0.0022172927856445312, 8.797645568847656e-05, 0.002269744873046875, 6.198883056640625e-05]",0.022374286651611328,0.028005076099124757,0.06023670434951782,1.1187143325805664,83.63238003661164,103.6653902684573,50,130.8599067465822,0,50,oven,A4_EventMPC,0,oven
